timestamp;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Condition;Interval Modifier
02.09.2023 01:50;55 °F;55 °F;100 %;SSE;6 mph;0 mph;28.31 in;Patches of Fog;1,272727273
02.09.2023 02:20;55 °F;55 °F;100 %;SSE;8 mph;0 mph;28.31 in;Patches of Fog;1,272727273
02.09.2023 02:50;54 °F;54 °F;100 %;S;8 mph;0 mph;28.31 in;Fog;1,296296296
02.09.2023 03:20;55 °F;55 °F;100 %;SSE;7 mph;0 mph;28.34 in;Patches of Fog;1,272727273
02.09.2023 03:50;55 °F;55 °F;100 %;SSE;7 mph;0 mph;28.34 in;Fair;1,272727273
02.09.2023 04:20;55 °F;55 °F;100 %;SE;8 mph;0 mph;28.34 in;Patches of Fog;1,272727273
02.09.2023 04:50;55 °F;55 °F;100 %;SE;8 mph;0 mph;28.34 in;Patches of Fog;1,272727273
02.09.2023 05:20;55 °F;55 °F;100 %;SSE;7 mph;0 mph;28.34 in;Fair;1,272727273
02.09.2023 05:50;55 °F;55 °F;100 %;S;5 mph;0 mph;28.34 in;Fair;1,272727273
02.09.2023 06:20;55 °F;55 °F;100 %;SSE;7 mph;0 mph;28.34 in;Light Rain;1,272727273
02.09.2023 06:50;54 °F;54 °F;100 %;SSE;8 mph;0 mph;28.34 in;Patches of Fog;1,296296296
02.09.2023 07:20;54 °F;54 °F;100 %;SSE;8 mph;0 mph;28.34 in;Fog;1,296296296
02.09.2023 07:50;55 °F;55 °F;100 %;SE;8 mph;0 mph;28.34 in;Fog;1,272727273
02.09.2023 08:20;55 °F;55 °F;100 %;SSE;9 mph;0 mph;28.34 in;Patches of Fog;1,272727273
02.09.2023 08:50;59 °F;59 °F;100 %;SSE;9 mph;0 mph;28.37 in;Fair;1,186440678
02.09.2023 09:20;59 °F;59 °F;100 %;SSE;10 mph;0 mph;28.37 in;Fair;1,186440678
02.09.2023 09:50;61 °F;59 °F;94 %;SSE;9 mph;0 mph;28.39 in;Fair;1,147540984
02.09.2023 10:20;63 °F;61 °F;94 %;SSE;8 mph;0 mph;28.39 in;Fair;1,111111111
02.09.2023 10:50;64 °F;61 °F;88 %;SE;6 mph;0 mph;28.39 in;Fair;1,09375
02.09.2023 11:20;64 °F;61 °F;88 %;SSE;5 mph;0 mph;28.39 in;Fair;1,09375
02.09.2023 11:50;68 °F;63 °F;83 %;SSE;5 mph;0 mph;28.39 in;Fair;1,029411765
02.09.2023 12:20;68 °F;63 °F;83 %;VAR;1 mph;0 mph;28.39 in;Partly Cloudy;1,029411765
02.09.2023 12:50;68 °F;63 °F;83 %;NW;3 mph;0 mph;28.39 in;Partly Cloudy;1,029411765
02.09.2023 13:20;70 °F;61 °F;73 %;N;5 mph;0 mph;28.39 in;Partly Cloudy;1
02.09.2023 13:50;70 °F;63 °F;78 %;VAR;5 mph;0 mph;28.39 in;Partly Cloudy;1
02.09.2023 14:20;72 °F;61 °F;69 %;VAR;2 mph;0 mph;28.42 in;Partly Cloudy;0,972222222
02.09.2023 14:50;72 °F;61 °F;69 %;WNW;7 mph;0 mph;28.42 in;Partly Cloudy;0,972222222
02.09.2023 15:20;72 °F;61 °F;69 %;NW;6 mph;0 mph;28.42 in;Fair;0,972222222
02.09.2023 15:50;72 °F;59 °F;64 %;VAR;2 mph;0 mph;28.42 in;Fair;0,972222222
02.09.2023 16:20;73 °F;59 °F;61 %;WNW;5 mph;0 mph;28.42 in;Fair;0,95890411
02.09.2023 16:50;73 °F;59 °F;61 %;NW;6 mph;0 mph;28.42 in;Fair;0,95890411
02.09.2023 17:20;73 °F;59 °F;61 %;NW;3 mph;0 mph;28.42 in;Fair;0,95890411
02.09.2023 17:50;73 °F;57 °F;57 %;VAR;2 mph;0 mph;28.42 in;Fair;0,95890411
02.09.2023 18:20;73 °F;59 °F;61 %;W;3 mph;0 mph;28.42 in;Fair;0,95890411
02.09.2023 18:50;73 °F;59 °F;61 %;VAR;2 mph;0 mph;28.42 in;Fair;0,95890411
02.09.2023 19:20;72 °F;59 °F;64 %;NNW;3 mph;0 mph;28.42 in;Fair;0,972222222
02.09.2023 19:50;70 °F;61 °F;73 %;NE;2 mph;0 mph;28.42 in;Fair;1
02.09.2023 20:20;66 °F;59 °F;78 %;NNE;3 mph;0 mph;28.45 in;Fair;1,060606061
02.09.2023 20:50;64 °F;61 °F;88 %;NE;7 mph;0 mph;28.45 in;Fair;1,09375
02.09.2023 21:20;63 °F;59 °F;88 %;VAR;5 mph;0 mph;28.48 in;Fair;1,111111111
02.09.2023 21:50;64 °F;59 °F;83 %;ENE;6 mph;0 mph;28.48 in;Fair;1,09375
02.09.2023 22:20;63 °F;59 °F;88 %;ENE;6 mph;0 mph;28.48 in;Fair;1,111111111
02.09.2023 22:50;63 °F;59 °F;88 %;ENE;3 mph;0 mph;28.48 in;Fair;1,111111111
02.09.2023 23:20;63 °F;59 °F;88 %;ENE;5 mph;0 mph;28.51 in;Fair;1,111111111
02.09.2023 23:50;63 °F;59 °F;88 %;ENE;5 mph;0 mph;28.51 in;Fair;1,111111111
03.09.2023 00:20;63 °F;59 °F;88 %;NE;5 mph;0 mph;28.51 in;Fair;1,111111111
03.09.2023 00:50;63 °F;59 °F;88 %;NE;3 mph;0 mph;28.51 in;Fair;1,111111111
03.09.2023 01:20;61 °F;59 °F;94 %;NE;3 mph;0 mph;28.51 in;Fair;1,147540984
03.09.2023 01:50;61 °F;59 °F;94 %;ENE;5 mph;0 mph;28.51 in;Fair;1,147540984
03.09.2023 02:20;61 °F;59 °F;94 %;NE;5 mph;0 mph;28.51 in;Fair;1,147540984
03.09.2023 02:50;61 °F;59 °F;94 %;NE;5 mph;0 mph;28.51 in;Fair;1,147540984
03.09.2023 03:20;59 °F;57 °F;94 %;NE;5 mph;0 mph;28.51 in;Fair;1,186440678
03.09.2023 03:50;61 °F;59 °F;94 %;E;3 mph;0 mph;28.51 in;Fair;1,147540984
03.09.2023 04:20;61 °F;61 °F;100 %;VAR;2 mph;0 mph;28.53 in;Fair;1,147540984
03.09.2023 04:50;61 °F;61 °F;100 %;VAR;2 mph;0 mph;28.53 in;Fair;1,147540984
03.09.2023 05:20;59 °F;59 °F;100 %;NNE;3 mph;0 mph;28.53 in;Partly Cloudy;1,186440678
03.09.2023 05:50;59 °F;59 °F;100 %;NNE;3 mph;0 mph;28.53 in;Fog;1,186440678
03.09.2023 06:20;59 °F;59 °F;100 %;VAR;1 mph;0 mph;28.53 in;Fog;1,186440678
03.09.2023 06:50;59 °F;59 °F;100 %;VAR;1 mph;0 mph;28.53 in;Fog;1,186440678
03.09.2023 07:20;59 °F;59 °F;100 %;NNW;2 mph;0 mph;28.53 in;Fog;1,186440678
03.09.2023 07:50;59 °F;59 °F;100 %;VAR;1 mph;0 mph;28.56 in;Fog;1,186440678
03.09.2023 08:20;59 °F;59 °F;100 %;NNW;3 mph;0 mph;28.56 in;Fog;1,186440678
03.09.2023 08:50;59 °F;59 °F;100 %;NNW;3 mph;0 mph;28.56 in;Fog;1,186440678
03.09.2023 09:20;59 °F;59 °F;100 %;NNE;5 mph;0 mph;28.59 in;Fog;1,186440678
03.09.2023 09:50;61 °F;61 °F;100 %;NNE;6 mph;0 mph;28.59 in;Mist;1,147540984
03.09.2023 10:20;61 °F;61 °F;100 %;NNE;7 mph;0 mph;28.59 in;Mist;1,147540984
03.09.2023 10:50;61 °F;61 °F;100 %;NE;8 mph;0 mph;28.59 in;Mist;1,147540984
03.09.2023 11:20;61 °F;61 °F;100 %;NNE;7 mph;0 mph;28.62 in;Mist;1,147540984
03.09.2023 11:50;63 °F;61 °F;94 %;ENE;7 mph;0 mph;28.62 in;Mostly Cloudy;1,111111111
03.09.2023 12:20;63 °F;61 °F;94 %;NNE;5 mph;0 mph;28.62 in;Mostly Cloudy;1,111111111
03.09.2023 12:50;66 °F;61 °F;83 %;VAR;3 mph;0 mph;28.62 in;Partly Cloudy;1,060606061
03.09.2023 13:20;66 °F;61 °F;83 %;NE;5 mph;0 mph;28.62 in;Partly Cloudy;1,060606061
03.09.2023 13:50;68 °F;61 °F;78 %;NNE;6 mph;0 mph;28.62 in;Fair;1,029411765
03.09.2023 14:20;68 °F;59 °F;73 %;VAR;5 mph;0 mph;28.59 in;Fair;1,029411765
03.09.2023 14:50;70 °F;59 °F;68 %;VAR;3 mph;0 mph;28.59 in;Fair;1
03.09.2023 15:20;70 °F;59 °F;68 %;VAR;5 mph;0 mph;28.59 in;Fair;1
03.09.2023 15:50;70 °F;57 °F;64 %;VAR;3 mph;0 mph;28.59 in;Fair;1
03.09.2023 16:20;72 °F;57 °F;60 %;VAR;2 mph;0 mph;28.59 in;Fair;0,972222222
03.09.2023 16:50;72 °F;55 °F;57 %;NNE;5 mph;0 mph;28.59 in;Fair;0,972222222
03.09.2023 17:20;72 °F;55 °F;57 %;NNE;7 mph;0 mph;28.59 in;Fair;0,972222222
03.09.2023 17:50;70 °F;57 °F;64 %;N;5 mph;0 mph;28.59 in;Fair;1
03.09.2023 18:20;70 °F;57 °F;64 %;N;6 mph;0 mph;28.59 in;Fair;1
03.09.2023 18:50;68 °F;55 °F;64 %;N;7 mph;0 mph;28.59 in;Fair;1,029411765
03.09.2023 19:20;64 °F;55 °F;73 %;NE;6 mph;0 mph;28.59 in;Fair;1,09375
03.09.2023 19:50;63 °F;55 °F;77 %;ENE;6 mph;0 mph;28.59 in;Fair;1,111111111
03.09.2023 20:20;61 °F;55 °F;82 %;NE;6 mph;0 mph;28.59 in;Fair;1,147540984
03.09.2023 20:50;63 °F;55 °F;77 %;ENE;7 mph;0 mph;28.59 in;Fair;1,111111111
03.09.2023 21:20;61 °F;55 °F;82 %;ENE;6 mph;0 mph;28.59 in;Fair;1,147540984
03.09.2023 21:50;61 °F;55 °F;82 %;E;5 mph;0 mph;28.59 in;Fair;1,147540984
03.09.2023 22:20;61 °F;55 °F;82 %;E;3 mph;0 mph;28.59 in;Fair;1,147540984
03.09.2023 22:50;61 °F;55 °F;82 %;ESE;3 mph;0 mph;28.59 in;Fair;1,147540984
03.09.2023 23:20;59 °F;55 °F;88 %;E;5 mph;0 mph;28.59 in;Fair;1,186440678
03.09.2023 23:50;59 °F;55 °F;88 %;VAR;2 mph;0 mph;28.59 in;Fair;1,186440678
04.09.2023 00:20;59 °F;55 °F;88 %;ESE;3 mph;0 mph;28.59 in;Fair;1,186440678
04.09.2023 00:50;59 °F;55 °F;88 %;ESE;3 mph;0 mph;28.59 in;Fair;1,186440678
04.09.2023 01:20;57 °F;55 °F;94 %;ESE;3 mph;0 mph;28.59 in;Fair;1,228070175
04.09.2023 01:50;57 °F;55 °F;94 %;SE;9 mph;0 mph;28.59 in;Fair;1,228070175
04.09.2023 02:20;57 °F;55 °F;94 %;SE;10 mph;0 mph;28.59 in;Fair;1,228070175
04.09.2023 02:50;57 °F;54 °F;88 %;SE;10 mph;0 mph;28.59 in;Fair;1,228070175
04.09.2023 03:20;55 °F;54 °F;94 %;SE;10 mph;0 mph;28.59 in;Fair;1,272727273
04.09.2023 03:50;55 °F;54 °F;94 %;SE;10 mph;0 mph;28.56 in;Fair;1,272727273
04.09.2023 04:20;57 °F;54 °F;88 %;SE;12 mph;0 mph;28.56 in;Fair;1,228070175
04.09.2023 04:50;55 °F;54 °F;94 %;SE;12 mph;0 mph;28.56 in;Fair;1,272727273
04.09.2023 05:20;55 °F;54 °F;94 %;SE;10 mph;0 mph;28.56 in;Fair;1,272727273
04.09.2023 05:50;55 °F;54 °F;94 %;SE;14 mph;0 mph;28.56 in;Fair;1,272727273
04.09.2023 06:20;54 °F;52 °F;94 %;SE;13 mph;0 mph;28.56 in;Fair;1,296296296
04.09.2023 06:50;54 °F;52 °F;94 %;SE;13 mph;0 mph;28.56 in;Fair;1,296296296
04.09.2023 07:20;54 °F;52 °F;94 %;SE;13 mph;0 mph;28.56 in;Fair;1,296296296
04.09.2023 07:50;55 °F;52 °F;88 %;SE;14 mph;0 mph;28.56 in;Fair;1,272727273
04.09.2023 08:20;55 °F;54 °F;94 %;SE;12 mph;0 mph;28.56 in;Fair;1,272727273
04.09.2023 08:50;57 °F;54 °F;88 %;ESE;14 mph;0 mph;28.56 in;Fair;1,228070175
04.09.2023 09:20;59 °F;55 °F;88 %;SE;14 mph;0 mph;28.56 in;Fair;1,186440678
04.09.2023 09:50;61 °F;55 °F;82 %;SE;17 mph;0 mph;28.53 in;Fair;1,147540984
04.09.2023 10:20;63 °F;55 °F;77 %;SE;16 mph;0 mph;28.53 in;Fair;1,111111111
04.09.2023 10:50;64 °F;55 °F;73 %;SE;16 mph;0 mph;28.56 in;Fair;1,09375
04.09.2023 11:20;64 °F;55 °F;73 %;SE;15 mph;0 mph;28.56 in;Fair;1,09375
04.09.2023 11:50;66 °F;57 °F;73 %;SE;16 mph;0 mph;28.53 in;Fair;1,060606061
04.09.2023 12:20;68 °F;55 °F;64 %;SE;15 mph;0 mph;28.56 in;Fair;1,029411765
04.09.2023 12:50;68 °F;55 °F;64 %;ESE;12 mph;0 mph;28.53 in;Fair;1,029411765
04.09.2023 13:20;70 °F;55 °F;60 %;ESE;13 mph;0 mph;28.53 in;Fair;1
04.09.2023 13:50;72 °F;54 °F;53 %;E;10 mph;0 mph;28.53 in;Fair;0,972222222
04.09.2023 14:20;72 °F;55 °F;57 %;ESE;12 mph;0 mph;28.53 in;Fair;0,972222222
04.09.2023 14:50;72 °F;54 °F;53 %;ESE;10 mph;0 mph;28.53 in;Fair;0,972222222
04.09.2023 15:20;73 °F;54 °F;50 %;ESE;13 mph;0 mph;28.53 in;Fair;0,95890411
04.09.2023 15:50;73 °F;54 °F;50 %;ESE;12 mph;0 mph;28.51 in;Fair;0,95890411
04.09.2023 16:20;73 °F;54 °F;50 %;ESE;10 mph;0 mph;28.51 in;Fair;0,95890411
04.09.2023 16:50;73 °F;52 °F;47 %;E;9 mph;0 mph;28.51 in;Fair;0,95890411
04.09.2023 17:20;73 °F;52 °F;47 %;ESE;10 mph;0 mph;28.51 in;Fair;0,95890411
04.09.2023 17:50;73 °F;52 °F;47 %;E;12 mph;0 mph;28.48 in;Fair;0,95890411
04.09.2023 18:20;72 °F;52 °F;50 %;E;12 mph;0 mph;28.48 in;Fair;0,972222222
04.09.2023 18:50;70 °F;52 °F;53 %;E;10 mph;0 mph;28.48 in;Fair;1
04.09.2023 19:20;70 °F;52 °F;53 %;E;10 mph;0 mph;28.48 in;Fair;1
04.09.2023 19:50;70 °F;50 °F;49 %;E;9 mph;0 mph;28.48 in;Fair;1
04.09.2023 20:20;68 °F;50 °F;52 %;ESE;12 mph;0 mph;28.48 in;Fair;1,029411765
04.09.2023 20:50;68 °F;50 °F;52 %;E;10 mph;0 mph;28.48 in;Fair;1,029411765
04.09.2023 21:20;66 °F;50 °F;56 %;ESE;12 mph;0 mph;28.48 in;Fair;1,060606061
04.09.2023 21:50;66 °F;48 °F;52 %;E;13 mph;0 mph;28.48 in;Fair;1,060606061
04.09.2023 22:20;66 °F;50 °F;56 %;ESE;15 mph;0 mph;28.45 in;Fair;1,060606061
04.09.2023 22:50;66 °F;50 °F;56 %;ESE;15 mph;39 mph;28.45 in;Fair;1,060606061
04.09.2023 23:20;66 °F;50 °F;56 %;ESE;13 mph;0 mph;28.45 in;Fair;1,060606061
04.09.2023 23:50;64 °F;50 °F;59 %;ESE;13 mph;0 mph;28.45 in;Fair;1,09375
05.09.2023 00:20;64 °F;50 °F;59 %;ESE;14 mph;0 mph;28.45 in;Fair;1,09375
05.09.2023 00:50;64 °F;50 °F;59 %;ESE;12 mph;0 mph;28.45 in;Fair;1,09375
05.09.2023 01:20;64 °F;50 °F;59 %;ESE;13 mph;0 mph;28.45 in;Fair;1,09375
05.09.2023 01:50;63 °F;50 °F;63 %;ESE;13 mph;0 mph;28.45 in;Fair;1,111111111
05.09.2023 02:20;63 °F;50 °F;63 %;ESE;12 mph;0 mph;28.45 in;Fair;1,111111111
05.09.2023 02:50;63 °F;50 °F;63 %;ESE;12 mph;0 mph;28.42 in;Fair;1,111111111
05.09.2023 03:20;63 °F;50 °F;63 %;ESE;13 mph;0 mph;28.42 in;Fair;1,111111111
05.09.2023 03:50;61 °F;50 °F;68 %;ESE;16 mph;0 mph;28.42 in;Fair;1,147540984
05.09.2023 04:20;59 °F;50 °F;72 %;SE;18 mph;0 mph;28.42 in;Fair;1,186440678
05.09.2023 04:50;59 °F;50 °F;72 %;SE;17 mph;0 mph;28.42 in;Fair;1,186440678
05.09.2023 05:50;59 °F;50 °F;72 %;SE;18 mph;0 mph;28.42 in;Fair;1,186440678
05.09.2023 06:20;59 °F;50 °F;72 %;SE;18 mph;0 mph;28.39 in;Fair;1,186440678
05.09.2023 06:50;59 °F;50 °F;72 %;SE;17 mph;0 mph;28.42 in;Fair;1,186440678
05.09.2023 07:20;59 °F;50 °F;72 %;SE;18 mph;0 mph;28.42 in;Fair;1,186440678
05.09.2023 07:50;59 °F;50 °F;72 %;SE;18 mph;0 mph;28.42 in;Fair;1,186440678
05.09.2023 08:20;61 °F;52 °F;72 %;SE;17 mph;0 mph;28.42 in;Fair;1,147540984
05.09.2023 08:50;63 °F;52 °F;68 %;SE;20 mph;0 mph;28.42 in;Fair;1,111111111
05.09.2023 09:20;63 °F;52 °F;68 %;SE;22 mph;0 mph;28.42 in;Fair / Windy;1,111111111
05.09.2023 09:50;64 °F;52 °F;64 %;SE;21 mph;0 mph;28.42 in;Fair / Windy;1,09375
05.09.2023 10:20;66 °F;54 °F;64 %;SE;23 mph;0 mph;28.42 in;Fair / Windy;1,060606061
05.09.2023 10:50;68 °F;54 °F;60 %;SE;23 mph;0 mph;28.42 in;Fair / Windy;1,029411765
05.09.2023 11:20;68 °F;54 °F;60 %;SE;21 mph;0 mph;28.42 in;Fair / Windy;1,029411765
05.09.2023 11:50;70 °F;54 °F;56 %;SE;16 mph;0 mph;28.42 in;Fair;1
05.09.2023 12:20;72 °F;54 °F;53 %;SE;16 mph;0 mph;28.42 in;Fair;0,972222222
05.09.2023 12:50;72 °F;55 °F;57 %;SE;13 mph;0 mph;28.42 in;Fair;0,972222222
05.09.2023 13:20;73 °F;55 °F;53 %;SE;12 mph;0 mph;28.42 in;Fair;0,95890411
05.09.2023 13:50;73 °F;55 °F;53 %;SE;15 mph;0 mph;28.42 in;Fair;0,95890411
05.09.2023 14:20;75 °F;55 °F;50 %;SE;12 mph;0 mph;28.42 in;Fair;0,933333333
05.09.2023 14:50;75 °F;55 °F;50 %;SE;13 mph;0 mph;28.42 in;Fair;0,933333333
05.09.2023 15:20;75 °F;55 °F;50 %;ESE;15 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 15:50;75 °F;55 °F;50 %;ESE;15 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 16:20;75 °F;55 °F;50 %;SE;15 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 16:50;75 °F;55 °F;50 %;SE;14 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 17:20;75 °F;57 °F;53 %;SE;13 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 17:50;75 °F;57 °F;53 %;SE;12 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 18:20;75 °F;57 °F;53 %;SE;12 mph;0 mph;28.39 in;Fair;0,933333333
05.09.2023 18:50;73 °F;55 °F;53 %;SE;14 mph;0 mph;28.39 in;Fair;0,95890411
05.09.2023 19:20;73 °F;57 °F;57 %;SE;15 mph;0 mph;28.39 in;Fair;0,95890411
05.09.2023 19:50;72 °F;55 °F;57 %;ESE;16 mph;0 mph;28.39 in;Fair;0,972222222
05.09.2023 20:20;70 °F;55 °F;60 %;SE;10 mph;0 mph;28.39 in;Fair;1
05.09.2023 20:50;68 °F;55 °F;64 %;SE;10 mph;0 mph;28.39 in;Fair;1,029411765
05.09.2023 21:20;68 °F;55 °F;64 %;SE;12 mph;0 mph;28.39 in;Fair;1,029411765
05.09.2023 21:50;68 °F;55 °F;64 %;ESE;12 mph;0 mph;28.39 in;Fair;1,029411765
05.09.2023 22:20;68 °F;54 °F;60 %;SE;12 mph;0 mph;28.42 in;Fair;1,029411765
05.09.2023 22:50;64 °F;54 °F;68 %;ESE;9 mph;0 mph;28.39 in;Fair;1,09375
05.09.2023 23:20;64 °F;55 °F;73 %;ESE;10 mph;0 mph;28.39 in;Fair;1,09375
05.09.2023 23:50;63 °F;55 °F;77 %;SE;13 mph;0 mph;28.42 in;Fair;1,111111111
06.09.2023 00:20;64 °F;55 °F;73 %;SE;14 mph;0 mph;28.42 in;Fair;1,09375
06.09.2023 00:50;64 °F;55 °F;73 %;SE;13 mph;0 mph;28.42 in;Fair;1,09375
06.09.2023 01:20;63 °F;55 °F;77 %;ESE;6 mph;0 mph;28.39 in;Fair;1,111111111
06.09.2023 01:50;63 °F;55 °F;77 %;SE;15 mph;0 mph;28.39 in;Fair;1,111111111
06.09.2023 02:20;61 °F;55 °F;82 %;SE;15 mph;0 mph;28.39 in;Fair;1,147540984
06.09.2023 02:50;61 °F;55 °F;82 %;SE;15 mph;0 mph;28.39 in;Fair;1,147540984
06.09.2023 03:20;61 °F;54 °F;77 %;SE;14 mph;0 mph;28.39 in;Fair;1,147540984
06.09.2023 03:50;61 °F;54 °F;77 %;SE;13 mph;0 mph;28.39 in;Fair;1,147540984
06.09.2023 04:20;59 °F;54 °F;82 %;SE;12 mph;0 mph;28.39 in;Fair;1,186440678
06.09.2023 04:50;57 °F;54 °F;88 %;SE;10 mph;0 mph;28.39 in;Fair;1,228070175
06.09.2023 05:20;57 °F;54 °F;88 %;SE;10 mph;0 mph;28.39 in;Fair;1,228070175
06.09.2023 05:50;57 °F;52 °F;82 %;SE;9 mph;0 mph;28.39 in;Fair;1,228070175
